t,c1,c2,c3,psi,z
0.3,7.00E-05,4.93E-06,2.99E-05,-0.965,-0.19
0.3,3.91E-06,3.29E-07,1.69E-06,-0.981,-0.2
0.3,1.59E-07,1.63E-08,7.00E-08,-0.989,-0.21
0.3,5.08E-09,6.35E-10,2.28E-09,-0.994,-0.22
0.3,1.37E-10,0,0,-0.997,-0.23
0.3,0,0,0,-0.998,-0.24
0.3,0,0,0,-0.999,-0.25
0.3,0,0,0,-1,-0.26
0.3,0,0,0,-1,-0.27
0.3,0,0,0,-1,-0.28
0.3,0,0,0,-1,-0.29
0.3,0,0,0,-1,-0.3
0.3,0,0,0,-1,-0.31
0.3,0,0,0,-1,-0.32
0.3,0,0,0,-1,-0.33
0.3,0,0,0,-1,-0.34
0.3,0,0,0,-1,-0.35
0.3,0,0,0,-1,-0.36
0.3,0,0,0,-1,-0.37
0.3,0,0,0,-1,-0.38
0.3,0,0,0,-1,-0.39
0.3,0,0,0,-1,-0.4
0.3,0,0,0,-1,-0.41
0.3,0,0,0,-1,-0.42
0.3,0,0,0,-1,-0.43
0.3,0,0,0,-1,-0.44
0.3,0,0,0,-1,-0.45
0.3,0,0,0,-1,-0.46
0.3,0,0,0,-1,-0.47
0.3,0,0,0,-1,-0.48
0.3,0,0,0,-1,-0.49
0.3,0,0,0,-1,-0.5
0.3,0,0,0,-1,-0.51
0.3,0,0,0,-1,-0.52
0.3,0,0,0,-1,-0.53
0.3,0,0,0,-1,-0.54
0.3,0,0,0,-1,-0.55
0.3,0,0,0,-1,-0.56
0.3,0,0,0,-1,-0.57
0.3,0,0,0,-1,-0.58
0.3,0,0,0,-1,-0.59
0.3,0,0,0,-1,-0.6
0.3,0,0,0,-1,-0.61
0.3,0,0,0,-1,-0.62
0.3,0,0,0,-1,-0.63
0.3,0,0,0,-1,-0.64
0.3,0,0,0,-1,-0.65
0.3,0,0,0,-1,-0.66
0.3,0,0,0,-1,-0.67
0.3,0,0,0,-1,-0.68
0.3,0,0,0,-1,-0.69
0.3,0,0,0,-1,-0.7
0.3,0,0,0,-1,-0.71
0.3,0,0,0,-1,-0.72
0.3,0,0,0,-1,-0.73
0.3,0,0,0,-1,-0.74
0.3,0,0,0,-1,-0.75
0.3,0,0,0,-1,-0.76
0.3,0,0,0,-1,-0.77
0.3,0,0,0,-1,-0.78
0.3,0,0,0,-1,-0.79
0.3,0,0,0,-1,-0.8
0.3,0,0,0,-1,-0.81
0.3,0,0,0,-1,-0.82
0.3,0,0,0,-1,-0.83
0.3,0,0,0,-1,-0.84
0.3,0,0,0,-1,-0.85
0.3,0,0,0,-1,-0.86
0.3,0,0,0,-1,-0.87
0.3,0,0,0,-1,-0.88
0.3,0,0,0,-1,-0.89
0.3,0,0,0,-1,-0.9
0.3,0,0,0,-1,-0.91
0.3,0,0,0,-1,-0.92
0.3,0,0,0,-1,-0.93
0.3,0,0,0,-1,-0.94
0.3,0,0,0,-1,-0.95
0.3,0,0,0,-1,-0.96
0.3,0,0,0,-1,-0.97
0.3,0,0,0,-1,-0.98
0.3,0,0,0,-1,-0.99
0.3,0,0,0,-1,-1
0.4,39.15,0.4738,15.83,-0.153,0
0.4,36.26,0.5732,14.72,-0.159,-0.01
0.4,33.18,0.6363,13.51,-0.166,-0.02
0.4,29.96,0.6663,12.23,-0.174,-0.03
0.4,26.65,0.6674,10.91,-0.183,-0.04
0.4,23.33,0.6443,9.571,-0.194,-0.05
0.4,20.07,0.6018,8.249,-0.206,-0.06
0.4,16.92,0.5449,6.97,-0.219,-0.07
0.4,13.96,0.4788,5.762,-0.236,-0.08
0.4,11.24,0.4078,4.646,-0.255,-0.09
0.4,8.795,0.3362,3.642,-0.277,-0.1
0.4,6.661,0.2674,2.764,-0.304,-0.11
0.4,4.852,0.2042,2.017,-0.336,-0.12
0.4,3.374,0.1487,1.405,-0.375,-0.13
0.4,2.213,0.1022,0.9233,-0.422,-0.14
0.4,1.35,0.06537,0.5644,-0.478,-0.15
0.4,0.7493,0.03815,0.314,-0.545,-0.16
0.4,0.3681,0.01977,0.1546,-0.619,-0.17
0.4,0.1538,0.008761,0.0648,-0.7,-0.18
0.4,0.0522,0.003174,0.02207,-0.778,-0.19
0.4,0.01363,0.0008929,0.005787,-0.849,-0.2
0.4,0.002585,0.0001848,0.001104,-0.902,-0.21
0.4,0.0003367,2.67E-05,0.0001448,-0.939,-0.22
0.4,2.98E-05,2.68E-06,1.29E-05,-0.963,-0.23
0.4,1.86E-06,1.94E-07,8.19E-07,-0.979,-0.24
0.4,8.72E-08,1.07E-08,3.91E-08,-0.988,-0.25
0.4,3.25E-09,4.74E-10,1.49E-09,-0.993,-0.26
